Consist,Form,Opponent,Venue,Runs
1.221,0.577,0.913,0.834,1
1.221,0.577,0.834,0.834,1
1.093,0.577,0.935,1.438,1
1.519,1.136,0.834,1.136,1
1.519,1.136,0.913,1.215,1
1.519,1.103,0.88,1.182,1
1.093,1.103,0.88,1.182,1
1.093,1.103,0.88,1.182,1
1.06,1.103,0.834,0.88,1
1.06,0.768,0.88,0.88,1
1.06,0.919,0.88,1.031,1
1.06,0.768,0.834,1.664,1
1.06,0.768,1.014,1.513,1
1.06,0.768,1.014,1.513,1
1.06,0.768,1.014,1.031,1
1.06,0.768,0.88,1.713,1
1.06,0.768,0.88,1.411,1
1.06,0.768,0.88,0.834,1
1.06,0.768,0.88,0.834,1
1.06,0.768,0.958,1.26,1
1.103,1.103,0.834,1.182,1
1.103,1.103,0.834,1.182,1
1.103,1.103,0.88,1.182,1
1.103,1.103,0.88,0.88,1
1.07,1.07,0.834,1.438,1
1.07,1.07,0.913,0.834,1
1.07,1.07,0.88,0.834,1
0.919,0.919,0.88,0.834,1
2.762,0.577,0.834,3.221,1
2.818,0.577,0.913,1.136,1
2.392,0.577,0.834,1.792,1
2.392,0.577,0.913,1.366,1
2.392,0.577,0.913,1.333,1
2.392,0.577,0.913,1.759,1
2.392,0.577,0.913,1.864,1
2.392,0.577,0.913,0.834,1
1.966,0.577,0.991,0.834,1
1.966,0.577,0.834,1.438,1
1.966,0.577,0.834,0.913,1
1.966,0.577,0.913,0.834,1
1.966,0.577,0.913,0.834,1
2.359,0.577,0.935,2.044,1
1.933,0.577,0.935,2.044,1
1.933,0.577,0.935,2.044,1
1.933,0.577,1.014,2.044,1
2.359,0.577,0.834,1.287,1
2.359,0.577,1.014,2.851,1
2.359,0.577,1.014,1.864,1
2.359,0.577,1.014,1.864,1
1.933,0.577,0.834,1.943,1
1.933,0.577,0.913,0.834,1
1.933,0.577,0.88,1.562,1
1.933,0.577,0.88,1.064,1
1.933,0.577,0.958,2.185,1
2.359,0.577,0.913,3.277,1
2.359,0.577,1.014,2.851,1
2.616,0.577,1.093,2.123,1
2.616,0.577,0.834,2.123,1
2.616,0.577,1.093,1.287,1
2.616,0.577,0.913,1.215,1
2.616,0.577,1.093,1.792,1
2.616,0.577,1.171,1.792,1
2.616,0.577,0.913,1.562,1
2.616,0.577,1.093,1.864,1
2.616,0.577,1.093,1.136,1
2.616,0.577,1.171,2.415,1
2.616,0.577,1.25,2.549,1
2.616,0.577,1.014,1.87,1
2.616,0.577,0.913,2.392,1
2.616,0.577,1.014,1.517,1
2.616,0.577,0.913,1.87,1
2.583,0.577,1.25,2.851,1
2.638,0.577,0.88,2.051,1
2.638,0.577,1.25,2.051,1
2.638,0.577,1.25,2.051,1
2.638,0.577,1.014,1.411,1
2.638,0.577,0.834,1.136,1
2.638,0.577,1.014,1.562,1
2.638,0.577,0.913,0.985,1
2.638,0.577,1.25,1.438,1
2.638,0.577,0.991,1.713,1
2.638,0.577,1.014,2.051,1
2.638,0.577,1.171,2.129,1
2.638,0.577,1.25,0.913,1
2.638,0.577,1.25,0.913,1
2.638,0.577,1.25,1.064,1
2.895,0.577,0.958,2.851,1
2.895,0.577,1.25,2.129,1
2.895,0.577,0.913,2.129,1
2.14,0.577,1.093,0.834,1
2.14,0.577,1.093,1.864,1
2.744,0.577,1.093,1.562,1
2.744,0.577,1.093,1.988,1
2.744,0.577,1.093,1.641,1
2.744,0.577,1.217,1.87,1
2.744,0.577,1.171,1.87,1
2.744,0.577,1.171,1.949,1
2.744,0.577,1.171,0.834,1
2.744,0.577,0.935,1.438,1
2.744,0.577,1.093,0.985,1
2.744,0.577,1.093,1.864,1
2.744,0.577,1.25,2.129,1
3.001,0.577,1.25,2.556,1
3.001,0.577,1.25,2.556,1
2.397,0.577,1.037,1.864,1
3.001,0.577,1.014,0.834,1
3.001,0.577,1.25,2.556,1
3.001,0.577,1.25,2.556,1
3.001,0.577,0.991,1.136,1
3.001,0.577,0.991,1.949,1
3.001,0.577,1.171,2.556,1
3.001,0.577,1.171,2.556,1
3.001,0.577,1.25,2.556,1
3.023,0.577,1.25,2.556,1
3.023,0.577,1.171,1.966,1
3.023,0.577,1.171,2.929,1
3.28,0.577,1.037,0.834,1
3.28,0.577,1.037,0.913,1
3.28,0.577,1.037,1.333,1
3.28,0.577,1.25,2.369,1
3.431,0.577,1.116,2.415,1
3.431,0.577,1.25,1.366,1
3.431,0.577,1.093,1.438,1
3.431,0.577,1.171,1.91,1
3.431,0.577,1.047,1.864,1
3.431,0.577,1.126,1.864,1
3.431,0.577,1.126,1.366,1
3.398,0.577,1.093,1.864,1
3.398,0.577,1.116,0.834,1
3.398,0.577,1.014,1.943,1
3.398,0.577,1.217,1.438,1
3.398,0.577,1.217,1.484,1
3.398,0.577,1.217,2.929,1
3.398,0.577,1.217,1.864,1
3.398,0.577,1.116,1.517,1
3.398,0.577,1.116,1.641,1
3.398,0.577,0.88,1.943,1
3.398,0.577,1.171,1.864,1
3.398,0.577,1.25,1.484,1
3.398,0.577,1.25,1.966,1
3.398,0.577,1.25,2.503,1
3.398,0.577,1.217,2.549,1
3.398,0.577,1.217,1.517,1
3.398,0.577,1.171,1.215,1
3.398,0.577,1.25,2.795,1
3.398,0.577,1.217,1.136,1
3.398,0.577,1.217,0.834,1
3.398,0.577,1.217,3.277,1
3.398,0.577,1.25,1.641,1
3.398,0.577,1.25,1.864,1
3.398,0.577,0.834,1.943,1
3.398,0.577,0.913,1.792,1
3.398,0.577,0.913,1.215,1
3.398,0.577,1.217,0.913,1
3.398,0.577,1.217,1.215,1
3.398,0.577,1.093,2.851,1
3.398,0.577,1.217,1.484,1
3.398,0.577,1.474,2.929,1
3.398,0.577,1.474,2.549,1
3.398,0.577,1.217,1.366,1
3.398,0.577,1.217,1.215,1
3.398,0.577,1.217,1.966,1
3.398,0.577,1.474,0.834,1
3.398,0.577,1.474,0.88,1
3.398,0.577,0.913,1.864,1
3.398,0.577,1.093,1.517,1
3.398,0.577,1.093,1.608,1
3.398,0.577,1.093,1.517,1
3.398,0.577,1.171,2.139,1
3.398,0.577,1.171,1.943,1
3.398,0.577,1.217,1.792,1
3.398,0.577,1.171,2.425,1
3.398,0.577,1.093,2.425,1
3.398,0.577,1.25,2.425,1
3.398,0.577,1.093,1.943,1
3.398,0.577,1.171,1.943,1
3.398,0.577,1.25,1.864,1
3.398,0.577,1.217,1.966,1
3.398,0.577,1.171,2.549,1
3.398,0.577,1.25,2.549,1
3.398,0.577,1.474,3.221,1
3.398,0.577,1.474,2.425,1
3.398,0.577,1.25,2.044,1
3.398,0.577,1.093,2.628,1
3.398,0.577,1.093,2.392,1
3.398,0.577,1.093,2.044,1
3.398,0.577,1.093,2.29,1
3.398,0.577,1.474,2.369,1
3.398,0.577,1.474,1.943,1
3.398,0.577,0.834,2.044,1
3.398,0.577,1.474,2.044,1
3.398,0.577,1.217,2.123,1
3.398,0.577,1.474,2.123,1
3.398,0.577,1.25,1.966,1
3.398,0.577,1.25,2.044,1
3.398,0.577,1.217,1.697,1
3.398,0.577,1.217,2.09,1
3.398,0.577,1.217,2.628,1
3.398,0.577,1.217,2.29,1
3.398,0.577,1.217,2.044,1
3.398,0.577,1.217,1.792,1
3.398,0.577,1.217,1.293,1
3.398,0.577,1.474,1.293,1
3.398,0.577,1.25,1.064,1
3.398,0.577,1.441,1.943,1
3.398,0.577,1.217,1.943,1
3.398,0.577,1.25,1.064,1
3.454,0.577,1.25,2.123,1
3.454,0.577,1.217,2.929,1
3.454,0.577,1.217,2.448,1
3.532,0.577,1.171,1.641,1
3.532,0.577,1.171,0.913,1
3.532,0.577,1.25,2.123,1
3.532,0.577,1.25,2.369,1
3.532,0.577,1.25,2.369,1
3.532,0.577,1.25,1.411,1
3.532,0.577,1.25,0.834,1
3.532,0.577,1.25,1.517,1
3.532,0.577,1.25,2.29,1
3.532,0.577,0.88,1.438,1
3.532,0.577,1.474,1.444,1
3.532,0.577,0.834,1.444,1
3.532,0.577,1.25,1.864,1
3.532,0.577,1.25,1.943,1
3.532,0.577,1.217,1.444,1
3.532,0.577,1.25,1.943,1
3.532,0.577,1.441,2.503,1
3.532,0.577,1.25,2.425,1
3.532,0.577,1.25,1.966,1
3.532,0.577,1.217,1.792,1
3.532,0.577,1.217,1.792,1
3.532,0.577,1.217,1.287,1
3.532,0.577,1.474,2.448,1
3.532,0.577,1.474,2.415,1
3.532,0.577,1.474,2.202,1
3.532,0.577,1.171,1.91,1
3.532,0.577,1.171,1.438,1
3.532,0.577,0.834,2.556,1
3.532,0.577,1.217,2.202,1
3.532,0.577,1.217,2.47,1
3.532,0.577,1.171,1.989,1
3.532,0.577,1.474,1.989,1
3.532,0.577,1.441,1.989,1
3.532,0.577,1.441,1.517,1
3.532,0.577,1.441,1.517,1
3.532,0.577,1.441,1.523,1
3.532,0.577,1.441,1.49,1
3.532,0.577,1.441,1.49,1
3.532,0.577,1.217,2.523,1
3.532,0.577,1.217,2.523,1
3.532,0.577,1.25,2.392,1
3.532,0.577,1.25,0.913,1
3.532,0.577,1.217,2.851,1
3.532,0.577,1.217,1.966,1
3.532,0.577,1.217,2.044,1
3.532,0.577,1.217,2.044,1
3.532,0.577,1.25,1.989,1
3.532,0.577,1.25,1.989,1
3.532,0.577,1.25,2.523,1
3.532,0.577,1.25,2.202,1
3.532,0.577,1.25,2.202,1
3.532,0.577,1.25,2.523,1
3.532,0.577,1.25,1.943,1
3.532,0.577,1.441,2.779,1
3.532,0.577,1.441,2.28,1
3.532,0.577,1.441,0.985,1
3.532,0.577,0.88,1.064,1
3.532,0.577,1.441,1.943,1
3.532,0.577,1.441,1.943,1
3.532,0.577,1.441,3.3,1
3.532,0.577,1.217,2.779,1
3.532,0.577,1.217,2.549,1
3.106,0.577,1.217,2.248,1
3.532,0.577,1.25,2.248,1
3.532,0.577,1.25,1.517,1
3.532,0.577,1.441,1.87,1
3.532,0.577,0.834,1.943,1
3.532,0.577,1.25,2.369,1
3.532,0.577,0.834,1.87,1
3.532,0.577,1.217,1.989,1
2.772,0.577,0.968,1.438,1
2.195,0.577,0.968,2.7,1
2.195,0.577,0.968,1.713,1
2.044,0.577,0.968,1.641,1
2.195,0.577,1.047,1.792,1
1.769,0.577,1.047,1.287,1
1.769,0.577,1.047,0.834,1
2.392,0.577,0.834,1.864,1
2.392,0.577,0.913,0.834,1
2.392,0.577,0.935,1.864,1
2.392,0.577,0.935,1.562,1
2.392,0.577,0.968,2.851,1
2.392,0.577,0.834,1.713,1
1.529,0.577,0.913,1.438,1
1.529,0.577,0.913,0.834,1
1.103,0.577,0.88,0.834,1
1.103,0.577,0.834,0.834,1
1.103,0.577,0.834,0.985,1
1.103,0.577,0.834,0.834,1
1.07,0.577,0.913,1.136,1
1.07,0.577,0.88,0.834,1
1.07,0.577,0.88,0.834,1
1.07,0.577,0.834,0.834,1
1.07,0.577,0.88,0.88,1
1.07,0.577,0.88,0.88,1
1.037,0.577,0.88,1.182,1
1.037,0.577,0.958,1.182,1
1.037,0.577,0.834,0.834,1
1.037,0.577,0.834,0.834,1
1.037,0.577,0.88,0.834,1
1.037,0.577,0.834,0.834,1
1.005,0.577,0.88,0.834,1
1.005,0.577,0.834,0.834,1
1.005,0.577,0.926,0.834,1
1.005,0.577,0.88,1.438,1
1.005,0.577,0.88,0.88,1
1.005,0.577,0.88,0.834,1
1.005,0.577,0.958,0.834,1
1.005,0.577,0.926,0.88,1
0.972,0.577,0.958,0.834,1
0.821,0.577,0.958,0.834,1
0.821,0.577,0.926,0.834,1
0.821,0.577,0.958,0.88,1
0.821,0.577,0.926,1.438,1
0.821,0.577,1.004,0.834,1
0.821,0.577,0.926,0.88,1
0.821,0.577,1.004,0.913,1
0.821,0.577,0.913,0.88,1
0.67,0.577,1.004,0.958,1
0.67,0.577,1.004,0.958,1
0.821,0.577,0.88,0.926,1
0.821,0.577,0.88,0.834,1
0.821,0.577,0.88,0.834,1
0.821,0.577,0.88,1.136,1
0.821,0.577,0.88,0.834,1
0.821,0.577,1.004,0.985,1
0.821,0.577,0.913,0.926,1
0.821,0.577,0.88,0.926,1
0.821,0.577,0.913,1.004,1
0.821,0.577,0.958,1.004,1
1.077,0.577,0.88,1.136,1
1.077,0.577,0.88,0.88,1
1.077,0.577,0.88,1.004,1
1.077,0.577,0.88,1.004,1
0.926,0.577,0.88,1.004,1
1.077,0.577,0.958,1.05,1
1.077,0.577,0.958,1.05,1
1.077,0.577,0.958,1.05,1
1.077,0.577,0.926,1.05,1
1.077,0.577,0.958,1.05,1
1.077,0.577,0.926,1.641,1
1.077,0.577,0.926,0.834,1
1.077,0.577,0.926,0.88,1
1.077,0.577,1.004,0.834,1
1.077,0.577,1.004,0.88,1
1.077,0.577,0.834,0.834,1
0.926,0.577,1.004,0.88,1
0.926,0.577,0.88,0.88,1
0.926,0.577,1.083,0.88,1
0.926,0.577,0.958,0.834,1
0.926,0.577,0.834,0.834,1
0.926,0.577,0.88,0.834,1
0.926,0.577,0.958,0.88,1
0.926,0.577,0.926,0.88,1
0.926,0.577,0.88,0.834,1
0.926,0.577,0.88,0.834,1
0.926,0.577,1.083,0.834,1
0.926,0.577,0.834,1.438,1
1.228,0.577,1.004,1.438,1
1.228,0.577,1.004,1.641,1
1.228,0.577,1.004,1.641,1
1.228,0.577,0.88,1.064,1
1.228,0.577,0.88,0.913,1
1.228,0.577,0.88,0.88,1
1.228,0.577,0.958,1.484,1
1.228,0.577,0.958,1.136,1
1.228,0.577,0.958,0.88,1
1.228,0.577,0.958,1.333,1
1.228,0.577,1.004,1.215,1
1.228,0.577,0.972,1.333,1
1.228,0.577,0.972,1.333,1
1.228,0.577,1.05,1.438,1
1.228,0.577,1.05,1.438,1
1.228,0.577,0.972,1.608,1
1.485,0.577,1.05,1.411,1
1.485,0.577,1.05,1.517,1
1.485,0.577,1.05,1.484,1
1.485,0.577,1.05,1.562,1
1.485,0.577,0.88,0.88,1
1.485,0.577,1.004,1.031,1
1.485,0.577,1.05,1.031,1
1.485,0.577,0.958,1.031,1
1.485,0.577,1.096,0.834,1
1.485,0.577,1.083,0.88,1
1.485,0.577,1.083,1.031,1
1.485,0.577,0.88,0.834,1
1.485,0.577,1.096,0.88,1
1.485,0.577,0.958,0.834,1
1.485,0.577,0.926,0.834,1
1.485,0.577,1.004,1.182,1
1.485,0.577,1.004,1.562,1
1.485,0.577,1.083,1.411,1
1.485,0.577,1.096,0.834,1
1.485,0.577,1.083,0.88,1
1.485,0.577,0.926,0.88,1
1.485,0.577,0.834,1.484,1
1.485,0.577,0.913,1.136,1
1.485,0.577,0.913,1.215,1
1.485,0.577,1.162,1.484,1
1.742,0.577,1.162,1.484,1
1.742,0.577,0.958,1.379,1
1.742,0.577,0.958,1.379,1
1.742,0.577,0.926,1.182,1
1.742,0.577,0.926,1.228,1
1.742,0.577,0.926,1.064,1
1.742,0.577,1.004,1.031,1
1.742,0.577,1.004,1.031,1
1.742,0.577,1.004,1.031,1
1.742,0.577,0.958,1.457,1
1.742,0.577,1.096,0.834,1
1.742,0.577,1.096,0.88,1
1.742,0.577,1.063,0.985,1
1.742,0.577,1.063,0.834,1
1.742,0.577,1.083,1.26,1
1.742,0.577,1.083,1.077,1
1.742,0.577,1.162,0.834,1
1.742,0.577,1.129,1.438,1
1.742,0.577,1.129,1.517,1
1.742,0.577,1.083,1.641,1
1.742,0.577,1.063,1.293,1
1.742,0.577,0.958,1.293,1
1.742,0.577,1.004,0.88,1
1.742,0.577,0.972,0.88,1
1.742,0.577,1.05,1.182,1
1.998,0.577,1.05,1.031,1
1.998,0.577,1.05,0.88,1
1.998,0.577,1.004,1.182,1
1.998,0.577,1.004,1.182,1
1.998,0.577,1.004,1.484,1
1.998,0.577,1.004,1.484,1
1.998,0.577,1.004,1.484,1
1.998,0.577,1.05,1.517,1
1.998,0.577,1.05,0.834,1
1.998,0.577,1.129,0.88,1
1.998,0.577,0.88,0.834,1
1.998,0.577,1.083,1.031,1
1.998,0.577,1.129,0.834,1
1.405,0.577,0.88,1.484,1
1.405,0.577,0.88,1.484,1
1.405,0.577,0.88,1.484,1
1.254,0.577,0.834,0.834,1
1.254,0.577,0.834,1.562,1
1.254,0.577,0.88,0.834,1
1.254,0.577,0.88,0.834,1
1.07,0.577,0.958,1.562,1
1.07,0.577,0.834,1.562,1
1.07,0.577,0.958,1.562,1
1.07,0.577,0.88,1.53,1
1.07,0.577,0.834,1.438,1
1.07,0.577,0.958,1.306,1
1.07,0.577,0.834,1.306,1
1.07,0.577,0.958,1.306,1
1.037,0.577,0.834,0.88,1
1.542,0.577,0.913,1.26,1
1.542,0.577,0.834,1.49,1
1.542,0.577,0.913,0.913,1
1.542,0.577,1.004,0.88,1
1.542,0.577,0.834,1.339,1
1.542,0.577,0.88,1.811,1
1.542,0.577,1.004,1.811,1
1.598,0.577,1.004,2.29,1
1.598,0.577,0.88,1.641,1
1.598,0.577,0.913,2.139,1
1.598,0.577,0.913,0.834,1
1.598,0.577,0.913,1.49,1
1.598,0.577,0.88,0.834,1
1.565,0.577,0.88,1.136,1
1.565,0.577,0.88,3.07,1
1.565,0.577,0.88,1.864,1
2.248,0.577,1.047,1.641,1
2.248,0.577,1.047,1.641,1
2.248,0.577,1.047,1.641,1
1.822,0.577,1.014,3.277,1
1.822,0.577,1.014,3.356,1
1.822,0.577,1.014,1.792,1
1.822,0.577,1.014,1.641,1
1.822,0.577,1.093,1.641,1
1.822,0.577,1.093,0.834,1
1.822,0.577,1.093,1.438,1
1.822,0.577,1.093,0.834,1
1.822,0.577,1.093,0.834,1
1.822,0.577,1.171,0.834,1
1.822,0.577,0.913,1.943,1
1.822,0.577,0.913,0.834,1
1.822,0.577,0.913,3.356,1
1.822,0.577,0.958,1.306,1
1.822,0.577,1.004,0.88,1
2.248,0.577,0.991,1.49,1
2.248,0.577,0.968,0.834,1
2.248,0.577,1.047,0.88,1
2.248,0.577,0.88,1.26,1
2.248,0.577,0.88,0.88,1
2.304,0.577,0.991,0.834,1
2.304,0.577,1.014,0.834,1
2.304,0.577,0.991,0.913,1
2.304,0.577,1.014,1.215,1
2.304,0.577,1.126,1.339,1
2.304,0.577,1.126,1.287,1
2.304,0.577,1.126,1.864,1
2.56,0.577,1.014,1.411,1
2.527,0.577,1.014,2.7,1
2.527,0.577,1.014,1.87,1
2.527,0.577,1.014,1.87,1
2.606,0.577,1.204,0.88,1
2.606,0.577,1.283,2.274,1
2.606,0.577,1.139,2.69,1
2.606,0.577,1.139,2.69,1
2.606,0.577,1.283,1.26,1
2.606,0.577,0.834,1.988,1
2.606,0.577,1.014,1.136,1
2.606,0.577,1.093,1.49,1
2.606,0.577,1.093,0.913,1
2.606,0.577,1.093,0.834,1
2.863,0.577,1.093,1.792,1
2.863,0.577,1.093,3.251,1
2.863,0.577,1.093,0.88,1
2.918,0.577,1.093,1.411,1
2.918,0.577,0.834,2.7,1
2.918,0.577,1.014,2.7,1
2.918,0.577,1.217,1.916,1
2.918,0.577,1.093,3.251,1
2.918,0.577,1.171,3.329,1
2.918,0.577,1.283,0.834,1
2.918,0.577,1.283,1.916,1
3.175,0.577,1.014,0.834,1
3.175,0.577,1.014,1.109,1
3.175,0.577,1.014,2.352,1
3.175,0.577,1.093,0.834,1
3.175,0.577,1.339,2.123,1
3.23,0.577,1.171,2.778,1
3.23,0.577,1.171,2.778,1
3.23,0.577,1.217,2.824,1
3.23,0.577,1.217,3.329,1
3.23,0.577,1.126,1.686,1
3.23,0.577,1.126,1.339,1
3.23,0.577,1.217,2.201,1
3.23,0.577,1.217,2.201,1
3.23,0.577,1.217,2.168,1
3.23,0.577,1.171,2.493,1
3.23,0.577,1.139,1.916,1
3.23,0.577,1.139,2.247,1
3.23,0.577,1.171,0.913,1
3.23,0.577,1.217,2.168,1
3.23,0.577,1.093,0.834,1
3.23,0.577,1.093,0.834,1
3.23,0.577,1.093,1.484,1
3.23,0.577,1.217,1.913,1
3.23,0.577,1.217,2.247,1
3.23,0.577,1.171,1.696,1
3.23,0.577,1.139,1.664,1
3.23,0.577,1.139,0.834,1
3.23,0.577,0.834,1.913,1
3.23,0.577,1.093,2.247,1
3.23,0.577,1.093,1.49,1
3.23,0.577,1.339,3.277,1
3.23,0.577,1.339,2.549,1
3.23,0.577,1.171,1.713,1
3.23,0.577,1.25,1.49,1
3.23,0.577,1.25,1.484,1
3.23,0.577,0.913,1.438,1
3.23,0.577,1.25,0.88,1
3.23,0.577,1.339,0.88,1
3.23,0.577,1.171,3.408,1
3.381,0.577,1.217,1.864,1
3.381,0.577,1.171,2.326,1
3.381,0.577,1.171,1.913,1
3.381,0.577,1.171,1.339,1
3.381,0.577,1.25,0.88,1
3.381,0.577,1.217,1.913,1
3.381,0.577,1.217,2.326,1
3.381,0.577,1.25,1.064,1
3.381,0.577,1.217,2.851,1
3.381,0.577,1.339,1.182,1
3.381,0.577,1.25,1.687,1
3.381,0.577,1.217,2.7,1
3.381,0.577,1.25,2.274,1
3.381,0.577,1.339,0.88,1
3.437,0.577,1.217,2.326,1
3.437,0.577,1.217,2.326,1
3.437,0.577,1.217,1.713,1
3.437,0.577,1.217,0.834,1
3.437,0.577,1.217,1.136,1
3.437,2.29,1.25,1.792,1
3.437,1.864,1.25,1.366,1
3.437,1.405,1.217,1.333,1
3.437,1.405,1.217,1.333,1
3.437,1.405,1.217,1.562,1
3.437,1.405,0.913,2.778,1
3.437,2.162,1.217,2.405,1
3.437,2.162,1.217,2.778,1
3.437,2.162,1.25,2.067,1
3.437,2.011,1.25,1.608,1
0.801,0.577,0.834,0.88,1
0.801,0.577,0.88,0.834,1
0.952,0.577,0.834,1.136,1
0.801,0.577,0.834,0.834,1
0.952,0.577,0.88,1.136,1
0.952,0.577,0.834,0.834,1
0.768,0.577,0.834,0.834,1
0.768,0.577,0.834,1.215,1
0.768,0.577,0.834,1.182,1
0.768,0.577,0.913,0.834,1
1.864,0.577,0.913,1.943,1
1.864,0.577,0.913,0.834,1
1.405,0.577,0.88,1.943,1
1.405,0.577,0.834,1.864,1
1.405,0.577,0.913,0.834,1
1.405,0.577,0.88,1.438,1
1.405,0.577,0.88,1.438,1
1.405,0.577,0.834,0.834,1
1.405,0.577,0.88,0.834,1
1.372,0.577,0.88,1.136,1
1.372,0.577,0.88,0.88,1
1.372,0.577,0.88,0.834,1
1.372,0.577,0.834,1.484,1
1.372,0.577,0.88,0.88,1
1.372,0.577,0.88,1.484,1
1.372,0.577,0.88,1.136,1
1.372,0.577,0.88,1.064,1
1.372,0.577,0.958,1.064,1
1.395,0.577,0.958,2.392,1
1.395,0.577,0.834,1.966,1
1.395,0.577,0.958,1.966,1
1.395,0.577,0.88,2.044,1
1.395,0.577,0.834,0.834,1
1.362,0.577,0.88,1.618,1
1.211,0.577,0.834,1.333,1
1.211,0.577,0.913,1.333,1
1.211,0.577,0.834,0.834,1
1.211,0.577,0.913,0.834,1
1.211,0.577,0.88,0.834,1
1.211,0.577,0.88,1.864,1
1.211,0.577,0.958,1.864,1
1.211,0.577,0.958,0.834,1
1.211,0.577,0.926,0.88,1
1.211,0.577,0.88,1.864,1
1.211,0.577,0.88,1.26,1
1.211,0.577,0.958,1.031,1
1.178,0.577,0.958,1.136,1
1.178,0.577,0.958,0.834,1
1.178,0.577,0.958,0.88,1
1.178,0.577,0.958,0.834,1
1.178,0.577,0.958,0.88,1
1.178,0.577,0.958,1.333,1
1.178,0.577,0.913,0.834,1
1.435,0.577,0.913,1.26,1
1.435,0.577,0.88,0.913,1
1.435,0.577,0.958,1.215,1
1.435,0.577,0.958,1.26,1
1.435,0.577,0.958,1.215,1
1.435,0.577,0.958,0.985,1
1.435,0.577,1.037,1.215,1
1.435,0.577,1.004,1.215,1
1.435,0.577,0.88,1.26,1
1.435,0.577,0.958,1.333,1
1.435,0.577,0.958,1.562,1
1.435,0.577,0.958,1.339,1
1.411,0.577,0.834,1.411,1
1.411,0.577,0.834,1.49,1
0.985,0.577,0.913,0.834,1
2.47,0.577,0.834,0.834,1
2.044,0.577,0.834,1.686,1
2.47,0.577,0.834,1.988,1
2.044,0.577,0.968,1.339,1
1.893,0.577,0.913,1.339,1
1.893,0.577,0.834,1.339,1
1.893,0.577,0.913,0.985,1
1.893,0.577,0.834,1.339,1
1.893,0.577,0.913,1.339,1
1.893,0.577,0.913,0.913,1
1.893,0.577,0.913,1.864,1
1.893,0.577,0.913,0.834,1
1.893,0.577,0.834,0.834,1
1.893,0.577,0.834,1.686,1
1.221,0.577,0.88,1.713,1
1.07,0.577,0.88,0.834,1
1.07,0.577,0.834,0.88,1
1.037,0.577,0.88,0.88,1
1.037,0.577,0.834,0.88,1
1.037,0.577,0.88,0.88,1
1.037,0.577,0.88,0.834,1
1.037,0.577,0.88,1.182,1
1.037,0.577,0.88,0.834,1
1.005,0.577,0.88,0.88,1
1.005,0.577,0.88,0.834,1
1.005,0.577,0.88,0.834,1
1.005,0.577,0.88,0.834,1
1.005,0.577,0.88,0.88,1
0.972,0.577,0.88,0.88,1
0.972,0.577,0.958,0.926,1
0.972,0.577,0.88,0.926,1
0.972,0.577,0.958,1.182,1
0.972,0.577,0.926,0.88,1
0.972,0.577,0.926,1.182,1
0.972,0.577,0.926,1.215,1
0.972,0.577,0.926,0.88,1
0.972,0.577,1.004,0.926,1
0.972,0.577,0.958,0.834,1
0.972,0.577,0.926,0.834,1
0.972,0.577,0.926,0.834,1
0.972,0.577,0.88,0.926,1
0.972,0.577,0.88,0.926,1
0.972,0.577,0.88,0.834,1
0.972,0.577,0.88,0.834,1
0.972,0.577,0.88,0.834,1
0.972,0.577,0.926,0.88,1
0.972,0.577,0.958,0.88,1
0.821,0.577,1.004,0.88,1
0.821,0.577,0.926,0.88,1
0.821,0.577,0.926,0.88,1
0.821,0.577,0.926,0.88,1
0.821,0.577,0.926,1.182,1
0.821,0.577,1.004,0.834,1
0.821,0.577,0.972,1.004,1
1.077,0.577,0.926,1.004,1
1.077,0.577,0.972,1.004,1
1.077,0.577,0.926,0.834,1
1.077,0.577,0.834,0.834,1
1.228,0.577,0.926,1.333,1
1.228,0.577,1.05,0.834,1
1.077,0.577,0.926,0.88,1
1.077,0.577,1.05,0.834,1
1.077,0.577,1.05,1.26,1
1.077,0.577,0.926,0.913,1
1.077,0.577,0.926,0.834,1
1.077,0.577,0.958,1.438,1
1.077,0.577,0.958,0.834,1
1.077,0.577,0.926,0.834,1
1.077,0.577,0.926,1.713,1
1.228,0.577,0.926,1.155,1
1.228,0.577,0.926,1.155,1
1.228,0.577,1.004,0.834,1
1.228,0.577,0.926,0.88,1
1.228,0.577,1.004,0.985,1
1.077,0.577,1.004,0.88,1
1.562,0.577,0.834,1.562,1
3.277,0.577,0.968,3.221,1
2.818,0.577,0.834,0.88,1
2.667,0.577,0.968,0.985,1
2.667,0.577,0.968,1.49,1
2.667,0.577,0.913,2.29,1
2.241,0.577,0.913,0.834,1
2.667,0.577,0.88,2.7,1
2.667,0.577,0.913,1.562,1
2.667,0.577,0.913,1.837,1
2.667,0.577,0.913,1.411,1
2.241,0.577,1.014,1.411,1
2.241,0.577,1.014,0.834,1
2.241,0.577,1.047,2.795,1
2.208,0.577,0.88,1.484,1
2.208,0.577,0.958,2.139,1
2.208,0.577,0.834,0.834,1
2.208,0.577,1.014,2.667,1
2.208,0.577,1.014,0.834,1
2.52,0.577,0.968,1.031,1
2.487,0.577,0.991,2.123,1
2.487,0.577,0.991,2.123,1
2.487,0.577,1.047,2.595,1
2.487,0.577,0.968,2.392,1
2.487,0.577,1.093,2.067,1
2.487,0.577,1.093,2.723,1
2.487,0.577,1.171,2.69,1
2.487,0.577,0.958,2.067,1
2.487,0.577,0.968,1.815,1
2.487,0.577,0.968,2.595,1
2.487,0.577,0.968,1.742,1
